title,director,cast,country,release_year,rating,duration,genre,type,imdb_score
Gabbar Is Back,Krish,"Akshay Kumar, Shruti Haasan, Sunil Grover, Kareena Kapoor, Ishita Vyas, Suman Talwar, Jaideep Ahlawat, Shruti Bapna",India,2015,TV-14,128 min,"Action & Adventure, Dramas, International Movies",Movie,7.1
Michael,Ribhu Dasgupta,"Naseeruddin Shah, Mahie Gill, Sabyasachi Chakrabarty, Rudranil Ghosh, Iravati Harshe, Churni Ganguly, June Maliah, Purav Bhandare, Shridhar Watsar",India,2011,TV-MA,86 min,"Dramas, Independent Movies, International Movies",Movie,5.3
"Norm Macdonald: Hitler's Dog, Gossip & Trickery",Liz Plonka,Norm MacDonald,United States,2017,TV-MA,61 min,Stand-Up Comedy,Movie,7.4
Handsome: A Netflix Mystery Movie,Jeff Garlin,"Jeff Garlin, Natasha Lyonne, Amy Sedaris, Steven Weber, Christine Woods, Eddie Pepitone, Timm Sharp, Brad Morris, Leah Remini, Ava Acres",United States,2017,TV-MA,81 min,Comedies,Movie,5.2
Simplemente Manu NNa,"Jan Suter, Raúl Campos",Manu NNa,Mexico,2017,TV-MA,72 min,Stand-Up Comedy,Movie,5.4
The Mars Generation,Michael Barnett,"Neil deGrasse Tyson, Bill Nye, Michio Kaku",United States,2017,TV-PG,98 min,"Children & Family Movies, Documentaries",Movie,6.5
Maria Bamford: Old Baby,Jessica Yu,Maria Bamford,United States,2017,TV-MA,64 min,Stand-Up Comedy,Movie,6.1
Bombay Talkies,"Zoya Akhtar, Dibakar Banerjee, Karan Johar, Anurag Kashyap","Rani Mukerji, Randeep Hooda, Saqib Saleem, Nawazuddin Siddiqui, Sadashiv Amrapurkar, Amitabh Bachchan, Ranvir Shorey, Katrina Kaif, Diana Penty",India,2013,TV-14,123 min,"Dramas, International Movies",Movie,6.6
Boss,Anthony D'Souza,"Akshay Kumar, Ronit Roy, Shiv Pandit, Mithun Chakraborty, Johnny Lever, Aditi Rao Hydari, Danny Denzongpa, Govind Namdeo, Parikshat Sahni, Aakash Dabhade",India,2013,NR,139 min,"Action & Adventure, Comedies, International Movies",Movie,5.1
Budhia Singh: Born to Run,Soumendra Padhi,"Manoj Bajpayee, Mayur Mahendra Patole, Tillotama Shome, Shruti Marathe, Chaya Kadam, Gajraj Rao",India,2016,TV-14,95 min,"Dramas, Independent Movies, International Movies",Movie,7.6
Dharam Sankat Mein,Fuwad Khan,"Paresh Rawal, Annu Kapoor, Alka Badola Kaushal, Auritra Ghosh, Manoj Raghubir Sharma, Rushita Pandya, Murli Sharma, Naseeruddin Shah",India,2015,TV-PG,127 min,"Comedies, International Movies",Movie,6.3
Drishyam,Nishikant Kamat,"Ajay Devgn, Shriya Saran, Tabu, Rajat Kapoor, Ishita Dutta, Mrunal Jadhav, Prasanna Ketkar, Yogesh Sonam, Prathamesh Parab, Rishabh Chaddha",India,2015,TV-14,162 min,"Dramas, International Movies, Thrillers",Movie,8.2
Gollu Aur Pappu,Kabir Sadanand,"Vir Das, Sandeepa Dhar, Dimple Kapadia, Kunaal Roy Kapur, Deepak Tijori",India,2014,TV-14,112 min,"Action & Adventure, Comedies, International Movies",Movie,3.8
In the Shadow of Iris,Jalil Lespert,"Romain Duris, Charlotte Le Bon, Jalil Lespert, Camille Cottin, Adel Bencherif, Sophie Verbeeck, Hélène Barbry","France, Belgium",2016,TV-MA,99 min,"Dramas, International Movies, Thrillers",Movie,6.1
Inkaar,Sudhir Mishra,"Arjun Rampal, Chitrangada Singh, Deepti Naval, Kanwaljeet Singh, Rehana Sultan, Vipin Sharma, Kaizaad Kotwal, Sujata Sehgal, Shivani Tanksale, Asheesh Kapur",India,2013,NR,125 min,"Dramas, International Movies, Romantic Movies",Movie,6.1
Mary Kom,Omung Kumar,"Priyanka Chopra, Darshan Kumar, Sunil Thapa, Kenny Basumatary, Shishir Sharma, Robin Das, Rajni Basumatary, Lin Laishram, Shakti Singh",India,2014,TV-14,120 min,"Dramas, International Movies, Sports Movies",Movie,6.8
Mumbai Delhi Mumbai,Satish Rajwade,"Shiv Pandit, Piaa Bajpai",India,2014,TV-14,107 min,"Comedies, International Movies, Romantic Movies",Movie,5.7
One by Two,Devika Bhagat,"Abhay Deol, Preeti Desai, Lillete Dubey, Rati Agnihotri, Jayant Kripalani, Darshan Jariwala, Anish Trivedi, Geetika Tyagi, Preetika Chawla, Tahir Raj Bhasin",India,2014,TV-PG,135 min,"Comedies, Dramas, International Movies",Movie,3.9
Pyaar Ka Punchnama,Luv Ranjan,"Kartik Aaryan, Divyendu Sharma, Raayo S. Bakhirta, Nushrat Bharucha, Sonalli Sehgall, Ishita Raj",India,2011,TV-14,149 min,"Comedies, Dramas, International Movies",Movie,7.6
Pyaar Ka Punchnama 2,Luv Ranjan,"Kartik Aaryan, Nushrat Bharucha, Sonalli Sehgall, Sunny Singh, Ishita Raj, Omkar Kapoor",India,2015,TV-MA,136 min,"Comedies, Dramas, International Movies",Movie,7.3
Queen,Vikas Bahl,"Kangana Ranaut, Rajkummar Rao, Lisa Haydon, Mish Boyko, Jeffrey Chee Eng Ho, Marco Canadea, Sabeeka Imam, Yogendra Tikku",India,2014,TV-MA,138 min,"Comedies, Dramas, International Movies",Movie,8.1
Queen,Vikas Bahl,"Kangana Ranaut, Rajkummar Rao, Lisa Haydon, Mish Boyko, Jeffrey Chee Eng Ho, Marco Canadea, Sabeeka Imam, Yogendra Tikku",India,2014,TV-MA,138 min,"Comedies, Dramas, International Movies",Movie,7.1
Shaitan,Bejoy Nambiar,"Rajeev Khandelwal, Kalki Koechlin, Gulshan Devaiah, Shiv Pandit, Kirti Kulhari, Neil Bhoopalam, Rajit Kapoor, Nikhil Chinappa, Rajkummar Rao",India,2011,TV-MA,126 min,"Action & Adventure, Dramas, Independent Movies",Movie,7.2
The Next Skin,"Isaki Lacuesta, Isa Campo","Àlex Monner, Emma Suárez, Sergi López, Bruno Todeschini, Igor Szpakowski, Sílvia Bel, Greta Fernández, Mikel Iglesias","Spain, Switzerland",2016,TV-MA,104 min,"Dramas, International Movies",Movie,6.2
What the Fish,Gurmmeet Singh,"Dimple Kapadia, Vishal Sharma, Sumit Suri, Anand Tiwari, Deepti Pujari, Manu Rishi Chadha, Geetika Tyagi, Manjot Singh, Sabina Sheema",India,2013,TV-14,96 min,"Comedies, International Movies",Movie,5.2
Rodney King,Spike Lee,Roger Guenveur Smith,United States,2017,TV-MA,53 min,Dramas,Movie,5.8
Small Crimes,Evan Katz,"Nikolaj Coster-Waldau, Gary Cole, Molly Parker, Macon Blair, Pat Healy, Jacki Weaver, Robert Forster","Canada, United States",2017,TV-MA,95 min,"Dramas, Thrillers",Movie,5.8
Shepherds and Butchers,Oliver Schmitz,"Steve Coogan, Andrea Riseborough, Garion Dowds, Robert Hobbs, Deon Lotz, Marcel Van Heerden, Lauren Steyn","South Africa, United States, Germany",2016,R,106 min,"Dramas, International Movies",Movie,6.8
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,"Felix Herngren, Måns Herngren","Robert Gustafsson, Jens Hultén, Caroline Boulton, Colin McFarlane, Cory Peterson, Jay Simpson, David Schaal",Sweden,2016,TV-MA,108 min,"Comedies, International Movies",Movie,6.3
Vir Das: Abroad Understanding,Marcus Raboy,Vir Das,United States,2017,TV-MA,66 min,Stand-Up Comedy,Movie,6.9
Sand Castle,Fernando Coimbra,"Nicholas Hoult, Logan Marshall-Green, Henry Cavill, Glen Powell, Neil Brown Jr., Beau Knapp, Sammy Sheik, Gonzalo Menendez",United States,2017,TV-MA,113 min,"Action & Adventure, Dramas, Independent Movies",Movie,6.3
Tramps,Adam Leon,"Callum Turner, Grace Van Patten, Michal Vondel, Mike Birbiglia, Margaret Colin, Louis Cancelmi, Rachel Zeiger-Haag, Dane Martinez",United States,2017,TV-MA,83 min,"Independent Movies, Romantic Movies",Movie,6.5
Lucas Brothers: On Drugs,Jay Chapman,"Keith Lucas, Kenny Lucas",United States,2017,TV-MA,50 min,Stand-Up Comedy,Movie,5.7
Slam,Andrea Molaioli,"Ludovico Tersigni, Jasmine Trinca, Luca Marinelli, Barbara Ramella, Gianluca Broccatelli, Pietro Ragusa, Fiorenza Tessari",Italy,2017,TV-MA,99 min,"Comedies, Dramas, International Movies",Movie,6.1
Our Lovers,Miguel Ángel Lamata,"Eduardo Noriega, Michelle Jenner, Fele Martínez, Amaia Salamanca",Spain,2016,TV-MA,92 min,"Comedies, Dramas, International Movies",Movie,6.7
Sandy Wexler,Steven Brill,"Adam Sandler, Jennifer Hudson, Kevin James, Terry Crews, Rob Schneider, Colin Quinn, Nick Swardson, Lamorne Morris, Arsenio Hall, Jamie Gray Hyder",United States,2017,TV-14,131 min,Comedies,Movie,5.2
Kevin Hart: What Now?,Leslie Small,"Kevin Hart, Don Cheadle, Halle Berry, Ed Helms, David Meunier",United States,2016,R,96 min,Stand-Up Comedy,Movie,5.9
Frat Star,"Grant S. Johnson, Ippsie Jones","Connor Lawrence, Justin Mark, Cathryn Dylan, Chris Elliott, Tyler Weaks, Max Sheldon, Austin Ramsey, Peter O'Connor, Nicole Balsam, Kaitlin Mesh",United States,2017,TV-MA,85 min,Comedies,Movie,3.6
The Lighthouse of the Orcas,Gerardo Olivares,"Maribel Verdú, Joaquín Furriel, Joaquín Rapalini","Spain, Argentina",2016,TV-MA,110 min,"Dramas, International Movies, Romantic Movies",Movie,6.7
Win It All,Joe Swanberg,"Jake Johnson, Aislinn Derbez, Joe Lo Truglio, Keegan-Michael Key, Nicky Excitement",United States,2017,TV-MA,89 min,"Comedies, Independent Movies, Romantic Movies",Movie,6.2
Lavender,Ed Gass-Donnelly,"Abbie Cornish, Diego Klattenhoff, Justin Long, Dermot Mulroney, Lola Flanery, Sarah Abbott, Liisa Repo-Martell, Peyton Kennedy","Canada, United States",2016,NR,93 min,"Dramas, International Movies, Thrillers",Movie,5.3
Ouran High School Host Club,Takuya Igarashi,"Maaya Sakamoto, Monica Rial, Vic Mignogna, Luci Christian, Mamoru Miyano, Kenichi Suzumura, Mike McFarland, Caitlin Glass, Ayaka Saito, Daisuke Kirii",Japan,2006,TV-14,1 Season,"Anime Series, Romantic TV Shows, Teen TV Shows",TV Show,8.2
Skins,Eduardo Casanova,"Ana Polvorosa, Candela Peña, Macarena Gómez, Carmen Machi, Jon Kortajarena, Secun de la Rosa, Itziar Castro, Antonio Durán 'Morris', Joaquín Climent, Ana María Ayala, Eloi Costa",Spain,2017,TV-MA,78 min,"Dramas, International Movies",Movie,6.1
Toro,Kike Maíllo,"Mario Casas, Luis Tosar, José Sacristán, Claudia Canal, José Manuel Poga, Ingrid García Jonsson, Luichi Macías",Spain,2016,NR,106 min,"Dramas, International Movies, Thrillers",Movie,5.9
Five Came Back,Laurent Bouzereau,"Steven Spielberg, Guillermo del Toro, Lawrence Kasdan, Francis Ford Coppola, Paul Greengrass, Meryl Streep",United States,2017,TV-MA,1 Season,Docuseries,TV Show,8.3
The Discovery,Charlie McDowell,"Jason Segel, Rooney Mara, Robert Redford, Riley Keough, Jesse Plemons, Ron Canada",United States,2017,TV-MA,102 min,"Dramas, Independent Movies, Romantic Movies",Movie,6.2
Jo Koy: Live from Seattle,Shannon Hartman,Jo Koy,United States,2017,TV-MA,63 min,Stand-Up Comedy,Movie,7.2
Felipe Neto: My Life Makes No Sense,Diego Pignataro,Felipe Neto,Brazil,2017,TV-MA,91 min,Stand-Up Comedy,Movie,4.4
The Most Hated Woman in America,Tommy O'Haver,"Melissa Leo, Josh Lucas, Vincent Kartheiser, Juno Temple, Adam Scott, Peter Fonda, Sally Kirkland, Rory Cochrane",United States,2017,TV-MA,93 min,Dramas,Movie,6.1
Dave Chappelle,Stan Lathan,Dave Chappelle,United States,2017,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",TV Show,8.7
Deidra & Laney Rob a Train,Sydney Freeland,"Rachel Crow, Ashleigh Murray, Sasheer Zamata, Danielle Nicolet, David Sullivan, Tim Blake Nelson, Missi Pyle, Arturo Castro, Sharon Lawrence, Brooke Markham, Kinna McInroe, Myko Olivier, Lance Gray",United States,2017,TV-14,92 min,"Comedies, Dramas, Independent Movies",Movie,6.0
Pandora,Jung-woo Park,"Nam-gil Kim, Young-ae Kim, Jeong-hee Moon, Joo-hyun Kim, Jin-young Jung, Kyeong-yeong Lee, Shin-il Kang, Dae-Myung Kim, Seung-mok Yoo, Myung-min Kim",South Korea,2016,TV-MA,137 min,"Dramas, International Movies, Thrillers",Movie,6.6
Jim Norton: Mouthful of Shame,Shannon Hartman,Jim Norton,United States,2017,TV-MA,62 min,Stand-Up Comedy,Movie,7.0
100 Meters,Marcel Barrena,"Dani Rovira, Karra Elejalde, Alexandra Jiménez, David Verdaguer, Clara Segura, Alba Ribas, Bruno Bergonzini, Ricardo Pereira, Manuela Couto, Marc Balaguer","Portugal, Spain",2016,TV-MA,109 min,"Dramas, International Movies, Sports Movies",Movie,7.5
Burning Sands,Gerard McMurray,"Trevor Jackson, Alfre Woodard, Trevante Rhodes, Steve Harris, DeRon Horton, Rotimi, Serayah, Tosin Cole, Malik Bazille, Octavius J. Johnson, Davyon St. Usaire, Mitchell Edwards, Nafessa Williams, Christian Robinson, Imani Hakim, Raquel Bianca John",United States,2017,TV-MA,102 min,"Dramas, Independent Movies",Movie,6.0
Deliha,Hakan Algül,"Gupse Özay, Barış Arduç, Cihan Ercan",Turkey,2014,TV-14,102 min,"Comedies, International Movies, Romantic Movies",Movie,4.5
Kara Bela,Burak Aksak,"Cengiz Bozkurt, Seda Bakan, Erkan Kolçak Köstendil, Cihan Ercan, Berat Yenilmez, İştar Gökseven, Erdal Tosun, Tarık Ünlüoğlu",Turkey,2015,TV-14,101 min,"Comedies, International Movies",Movie,6.7
Mucize,Mahsun Kırmızıgül,"Talat Bulut, Mert Turak, Mahsun Kırmızıgül, Erdem Yener, Erol Demiröz, Ali Sürmeli, Meral Çetinkaya, Büşra Pekin",Turkey,2015,TV-14,136 min,"Dramas, International Movies",Movie,7.6
Niyazi Gül Dörtnala,Hakan Algül,"Ata Demirer, Demet Akbağ, Şebnem Bozoklu, Levent Ülgen",Turkey,2015,TV-14,102 min,"Comedies, International Movies",Movie,4.5
Romantik Komedi,Ketche,"Sedef Avcı, Cemal Hünal, Begüm Kütük, Engin Altan Düzyatan, Sinem Kobal, Gürgen Öz, Burcu Kara, Kubilay Penbeklioğlu",Turkey,2010,NR,110 min,"Comedies, International Movies, Romantic Movies",Movie,5.3
Romantik Komedi 2: Bekarlığa Veda,Erol Özlevi,"Sinem Kobal, Engin Altan Düzyatan, Sedef Avcı, Cemal Hünal, Burcu Kara, Gürgen Öz, Öykü Çelik, Gökçe Özyol",Turkey,2013,TV-14,105 min,"Comedies, International Movies, Romantic Movies",Movie,5.1
The Butterfly's Dream,Yılmaz Erdoğan,"Kıvanç Tatlıtuğ, Mert Fırat, Belçim Bilgin, Farah Zeynep Abdullah, Yılmaz Erdoğan, Ahmet Mümtaz Taylan, Taner Birsel, Selman Ünlüsoy, İpek Bilgin, Aksel Bonfil, Devrim Yakut, Salih Kalyon",Turkey,2013,TV-PG,118 min,"Dramas, International Movies, Romantic Movies",Movie,7.7
Vizontele,"Yılmaz Erdoğan, Ömer Faruk Sorak","Yılmaz Erdoğan, Demet Akbağ, Altan Erkekli, Cem Yılmaz, Cezmi Baskın, Bican Günalan, Sebnem Sönmez, İclal Aydın, Mesut Çakarli, Zeynep Tokuş",Turkey,2001,NR,106 min,"Comedies, Dramas, International Movies",Movie,8.0
Match,Stephen Belber,"Patrick Stewart, Carla Gugino, Matthew Lillard",United States,2014,R,92 min,"Dramas, Independent Movies",Movie,4.1
Amy Schumer: The Leather Special,Amy Schumer,Amy Schumer,United States,2017,TV-MA,57 min,Stand-Up Comedy,Movie,3.1
Mike Birbiglia: Thank God for Jokes,"Seth Barrish, Mike Birbiglia",Mike Birbiglia,United States,2017,TV-MA,71 min,Stand-Up Comedy,Movie,7.5
Force 2,Abhinay Deo,"John Abraham, Sonakshi Sinha, Tahir Raj Bhasin, Narendra Jha, Adil Hussain, Vikram Kapadia, Patricia Hittler, Genelia D'souza, Raj Babbar, Freddy Daruwala, Boman Irani",India,2016,TV-MA,123 min,"Action & Adventure, International Movies",Movie,6.2
I Don't Feel at Home in This World Anymore,Macon Blair,"Melanie Lynskey, Elijah Wood, David Yow, Jane Levy, Devon Graye, Christine Woods, Robert Longstreet, Gary Anthony Williams",United States,2017,TV-MA,97 min,"Dramas, Independent Movies, Thrillers",Movie,6.9
Trevor Noah: Afraid of the Dark,David Paul Meyer,Trevor Noah,United States,2017,TV-14,67 min,Stand-Up Comedy,Movie,7.2
Girlfriend's Day,Michael Paul Stephenson,"Bob Odenkirk, Amber Tamblyn, Natasha Lyonne, Alex Karpovsky, Stacy Keach, Andy Richter, Ed Begley Jr., David Sullivan, Larry Fessenden, June Diane Raphael, Rich Sommer, Steven Michael Quezada, Echo Kellum, Stephanie Courtney, Toby Huss, Tucker Smallwood, Kevin O'Grady, Nate Mooney",United States,2017,TV-MA,71 min,"Comedies, Independent Movies",Movie,5.2
Katherine Ryan: In Trouble,Colin Dench,Katherine Ryan,United Kingdom,2017,TV-MA,64 min,Stand-Up Comedy,Movie,7.0
David Brent: Life on the Road,Ricky Gervais,"Ricky Gervais, Doc Brown, Tom Basden, Jo Hartley, Tom Bennett, Andrew Brooke, Nina Sosanya, Andy Burrows, Kevin Bishop, Roisin Conaty, Diane Morgan, Ashley McGuire, Alexander Arnold, Mandeep Dhillon","United Kingdom, United States",2016,TV-MA,97 min,"Comedies, International Movies",Movie,6.3
"Michael Bolton's Big, Sexy Valentine's Day Special","Scott Aukerman, Akiva Schaffer","Michael Bolton, Andy Samberg, Will Forte, Kenny G, Maya Rudolph, Adam Scott, Janeane Garofalo, Brooke Shields, Sinbad, Michael Sheen, Tim Robinson, Bob Saget, Mary Holland, Andy Richter, Colton Dunn, David Theune, Randall Park, Sarah Silverman, Mary Sohn, Fred Armisen, Matthew Kimbrough, Maya Erskine, Louie Anderson, Claudia O'Doherty, Kate Berlant, Baron Vaughn, Zachary Oyama, Casey Wilson, Sarah Shahi, Jimmy Graham, Luka Jones, Akiva Schaffer, Eric André, Scott Aukerman, Nicole Byer, Dave Ferguson, Tim Kalpakis, Mike Hanford, Mircea Monroe, Chris Parnell, Sal Stowers",United States,2017,TV-MA,54 min,"Comedies, Music & Musicals, Romantic Movies",Movie,6.8
Daniel Sosa: Sosafado,"Raúl Campos, Jan Suter",Daniel Sosa,Mexico,2017,TV-MA,78 min,Stand-Up Comedy,Movie,5.4
Imperial Dreams,Malik Vitthal,"John Boyega, Rotimi, Glenn Plummer, De'Aundre Bonds, Keke Palmer, Nora Zehetner, Todd Louiso",United States,2014,TV-MA,86 min,Dramas,Movie,6.7
Bill Burr: Walk Your Way Out,Jay Karas,Bill Burr,United States,2017,TV-MA,78 min,Stand-Up Comedy,Movie,7.2
Journey to Greenland,Sébastien Betbeder,"Thomas Blanchard, Thomas Scimeca, François Chattot, Ole Eliassen, Adam Eskilden",France,2016,TV-14,99 min,"Comedies, International Movies",Movie,6.3
Cristela Alonzo: Lower Classy,Marcus Raboy,Cristela Alonzo,United States,2017,TV-MA,67 min,Stand-Up Comedy,Movie,6.4
Gad Gone Wild,Mario Rouleau,Gad Elmaleh,France,2017,TV-MA,57 min,Stand-Up Comedy,Movie,6.9
Take the 10,Chester Tam,"Josh Peck, Tony Revolori, Kevin Corrigan, Chester Tam, Andy Samberg, Stella Maeve, Jordan Rock, Carlos Alazraqui, Fred Armisen",United States,2017,TV-MA,80 min,Comedies,Movie,4.7
Neal Brennan: 3 Mics,Neal Brennan,Neal Brennan,United States,2017,TV-MA,66 min,Stand-Up Comedy,Movie,7.9
Aquarius,Kleber Mendonça Filho,"Sonia Braga, Maeve Jinkings, Irandhir Santos, Humberto Carrão, Zoraide Coleto, Carla Ribas, Fernando Teixeira, Buda Lira","Brazil, France",2016,UR,146 min,"Dramas, International Movies",Movie,7.0
Clinical,Alistair Legrand,"Vinessa Shaw, Kevin Rahm, William Atherton, Aaron Stanford, Wilmer Calderon, Sydney Tamiia Poitier, India Eisley, Nestor Serrano",United States,2017,TV-MA,104 min,"Horror Movies, Thrillers",Movie,5.1
Very Big Shot,Mir-Jean Bou Chaaya,"Alain Saadeh, Fouad Yammine, Tarek Yaacoub, Alexandra Kahwaji, Wissam Fares, Georges Hayeck, Fadi Abi Samra, Marcel Ghanem","Lebanon, Qatar",2015,TV-MA,109 min,"Comedies, Dramas, International Movies",Movie,6.9
Jim Gaffigan: Cinco,Jeannie Gaffigan,Jim Gaffigan,United States,2017,TV-14,74 min,Stand-Up Comedy,Movie,7.1
Under the Shadow,Babak Anvari,"Narges Rashidi, Avin Manshadi, Bobby Naderi, Ray Haratian, Arash Marandi, Hamidreza Djavdan, Soussan Farrokhnia, Bijan Daneshmand, Sajjad Delafrooz, Behi Djanati Atai","United Kingdom, Jordan, Qatar, Iran",2016,PG-13,84 min,"Horror Movies, International Movies, Thrillers",Movie,6.8
Coin Heist,Emily Hagins,"Sasha Pieterse, Alexis G. Zall, Alex Saxon, Jay Walker, Mark Blum, Neal Huff, Michael Cyril Creighton, Blanche Baker, Connor Ratliff, Will Denton",United States,2017,TV-14,98 min,"Children & Family Movies, Dramas",Movie,4.7
Udta Punjab,Abhishek Chaubey,"Shahid Kapoor, Kareena Kapoor, Alia Bhatt, Diljit Dosanjh, Satish Kaushik, Suhail Nayyar, Prabhjyot Singh, Harpreet Singh, Manav Vij, Taran Bajaj",India,2016,TV-MA,146 min,"Dramas, International Movies",Movie,7.7
7:19,Jorge Michel Grau,"Demián Bichir, Héctor Bonilla, Oscar Serrano, Azalia Ortiz, Octavio Michel, Carmen Beato",Mexico,2016,TV-MA,93 min,"Dramas, International Movies",Movie,5.8
Garfunkel and Oates: Trying to be Special,"Riki Lindhome, Jeremy Konner","Riki Lindhome, Kate Micucci, Anthony Jeselnik, Steve Agee",United States,2016,TV-MA,62 min,"Music & Musicals, Stand-Up Comedy",Movie,7.3
Barry,Vikram Gandhi,"Devon Terrell, Anya Taylor-Joy, Jason Mitchell, Ashley Judd, Jenna Elfman, Ellar Coltrane, Avi Nash, Linus Roache, John Benjamin Hickey",United States,2016,TV-MA,105 min,Dramas,Movie,5.9
Sand Storm,Elite Zexer,"Lamis Ammar, Ruba Blal, Haitham Omari, Khadija Alakel, Jalal Masarwa","Israel, Germany, France",2016,TV-PG,88 min,"Dramas, Independent Movies, International Movies",Movie,6.8
Asperger's Are Us,Alex Lehmann,"Noah Britton, Ethan Finlan, Jack Hanke, New Michael Ingemi",United States,2016,TV-14,83 min,Documentaries,Movie,6.6
Spectral,Nic Mathieu,"James Badge Dale, Emily Mortimer, Bruce Greenwood, Max Martini, Clayne Crawford, Cory Hardrict, Louis Ozawa Changchien, Jimmy Akingbola, Dylan Smith, Philip Bulcock","United States, Hungary",2016,TV-14,108 min,"Action & Adventure, Sci-Fi & Fantasy",Movie,6.3
Other People,Chris Kelly,"Jesse Plemons, Molly Shannon, Bradley Whitford, Maude Apatow, Madisen Beaty, John Early, Zach Woods, Paul Dooley, June Squibb",United States,2016,NR,97 min,"Comedies, Dramas, Independent Movies",Movie,6.8
Blue Jay,Alex Lehmann,"Sarah Paulson, Mark Duplass, Clu Gulager",United States,2016,TV-MA,81 min,"Dramas, Independent Movies, Romantic Movies",Movie,7.2
One in a Billion,Roman Gackowski,"Satnam Singh Bhamara, Mark Cuban, Adam Silver, Vivek Ranadivé",United States,2016,TV-PG,70 min,"Documentaries, Sports Movies",Movie,6.7
